Section,Type,Key,English,German
Tool Content: pdf_to_images,How It Works,pdf_to_images.howItWorks[1],"Choose the render scale to control output quality: 1× (72 DPI) for fast/small files, 2× (144 DPI) for balanced quality, or 3× (216 DPI) for print-quality images. Download each page individually or all at once.",Laden Sie einzelne Seiten oder alle auf einmal herunter.
Tool Content: pdf_to_images,Feature,pdf_to_images.features[0],Convert every PDF page to PNG or JPG,Jede PDF-Seite in PNG oder JPG konvertieren
Tool Content: pdf_to_images,Feature,pdf_to_images.features[1],"Three quality levels: 72, 144, or 216 DPI","Drei Qualitätsstufen: 72, 144 oder 216 DPI"
Tool Content: pdf_to_images,Feature,pdf_to_images.features[2],Visual grid showing all extracted pages,Visuelles Raster aller extrahierten Seiten
Tool Content: pdf_to_images,Feature,pdf_to_images.features[3],Download individual pages or all at once,Einzelne Seiten oder alle herunterladen
Tool Content: pdf_to_images,Feature,pdf_to_images.features[4],Progress bar for multi-page PDFs,Fortschrittsanzeige bei mehrseitigen PDFs
Tool Content: pdf_to_images,Feature,pdf_to_images.features[5],100% client-side — your PDF is never uploaded,100% clientseitig
Tool Content: pdf_to_images,FAQ Question,pdf_to_images.faqs[0].q,What output formats are supported?,Sind meine Dateien privat?
Tool Content: pdf_to_images,FAQ Answer,pdf_to_images.faqs[0].a,"PNG (lossless, larger files) and JPG (compressed, smaller files). Choose based on your needs.",Ja. Die PDF wird vollständig in Ihrem Browser mit PDF.js gerendert. Nichts wird hochgeladen.
Tool Content: pdf_to_images,FAQ Question,pdf_to_images.faqs[1].q,How do I get the highest quality?,⚠ MISSING
Tool Content: pdf_to_images,FAQ Answer,pdf_to_images.faqs[1].a,Select 3× (216 DPI) quality. This produces the sharpest images suitable for printing.,⚠ MISSING
Tool Content: pdf_to_images,FAQ Question,pdf_to_images.faqs[2].q,Is there a page limit?,⚠ MISSING
Tool Content: pdf_to_images,FAQ Answer,pdf_to_images.faqs[2].a,No — all pages are converted. Processing time depends on page count and quality setting.,⚠ MISSING
Tool Content: pdf_to_images,FAQ Question,pdf_to_images.faqs[3].q,Can I convert a specific page only?,⚠ MISSING
Tool Content: pdf_to_images,FAQ Answer,pdf_to_images.faqs[3].a,"Currently all pages are converted, but you can download individual pages from the result grid.",⚠ MISSING
Tool Content: pdf_to_images,FAQ Question,pdf_to_images.faqs[4].q,Are my files private?,⚠ MISSING
Tool Content: pdf_to_images,FAQ Answer,pdf_to_images.faqs[4].a,Yes. The PDF is rendered entirely in your browser using PDF.js. Nothing is uploaded.,⚠ MISSING
Tool Content: ocr,How It Works,ocr.howItWorks[0],"Upload an image containing text — a photo, screenshot, or scanned document. Select the language of the text, then click Extract. The tool uses Tesseract.js, an open-source OCR engine, to recognize and extract the text.","Laden Sie ein Bild mit Text hoch — ein Foto, Screenshot oder gescanntes Dokument. Wählen Sie die Sprache und klicken Sie auf Extrahieren. Das Tool nutzt Tesseract.js für die Texterkennung."
Tool Content: ocr,How It Works,ocr.howItWorks[1],"The extracted text appears in an editable text area. You can copy it to clipboard, download as a .txt file, or edit it directly before saving. The tool also shows a confidence score indicating recognition accuracy.",Der extrahierte Text erscheint in einem bearbeitbaren Textfeld. Kopieren Sie ihn oder laden Sie ihn als .txt-Datei herunter.
Tool Content: ocr,Feature,ocr.features[0],"Supports 10 languages including English, German, French, Spanish, Japanese, Chinese, and Korean","Unterstützt 10 Sprachen inkl. Deutsch, Englisch, Französisch"
Tool Content: ocr,Feature,ocr.features[1],Real-time progress bar during text recognition,Echtzeit-Fortschrittsanzeige
Tool Content: ocr,Feature,ocr.features[2],Confidence score for recognition accuracy,Konfidenzwert für Erkennungsgenauigkeit
Tool Content: ocr,Feature,ocr.features[3],Editable text output — fix errors before saving,Bearbeitbare Textausgabe
Tool Content: ocr,Feature,ocr.features[4],Copy to clipboard or download as .txt,In Zwischenablage kopieren oder als .txt herunterladen
Tool Content: ocr,Feature,ocr.features[5],"Works with photos, screenshots, and scanned documents","Funktioniert mit Fotos, Screenshots und gescannten Dokumenten"
Tool Content: ocr,FAQ Question,ocr.faqs[0].q,What languages are supported?,Sind meine Bilder privat?
Tool Content: ocr,FAQ Answer,ocr.faqs[0].a,"English, German, French, Spanish, Italian, Portuguese, Dutch, Japanese, Chinese (Simplified), and Korean.",Ja. Alle Verarbeitung geschieht lokal mit Tesseract.js. Ihre Bilder und Texte verlassen niemals Ihr Gerät.
Tool Content: ocr,FAQ Question,ocr.faqs[1].q,How accurate is the OCR?,⚠ MISSING
Tool Content: ocr,FAQ Answer,ocr.faqs[1].a,"Accuracy depends on image quality. Clear, high-contrast text typically achieves 95%+ accuracy. Handwritten text and low-resolution images give lower results.",⚠ MISSING
Tool Content: ocr,FAQ Question,ocr.faqs[2].q,Can it read handwritten text?,⚠ MISSING
Tool Content: ocr,FAQ Answer,ocr.faqs[2].a,"Basic handwritten text may be partially recognized, but printed/typed text gives much better results.",⚠ MISSING
Tool Content: ocr,FAQ Question,ocr.faqs[3].q,How long does OCR take?,⚠ MISSING
Tool Content: ocr,FAQ Answer,ocr.faqs[3].a,The first recognition takes 5-15 seconds to load the language model. Subsequent recognitions in the same language are faster.,⚠ MISSING
Tool Content: ocr,FAQ Question,ocr.faqs[4].q,Are my images private?,⚠ MISSING
Tool Content: ocr,FAQ Answer,ocr.faqs[4].a,Yes. All processing happens locally using Tesseract.js. Your images and text never leave your device.,⚠ MISSING
Tool Content: word_counter,How It Works,word_counter.howItWorks[0],"Type or paste text and see live statistics update instantly. The tool counts words, characters (with and without spaces), sentences, paragraphs, and estimates reading and speaking time.","Tippen oder fügen Sie Text ein und sehen Sie Statistiken in Echtzeit. Das Tool zählt Wörter, Zeichen, Sätze, Absätze und schätzt Lese- und Sprechzeit."
Tool Content: word_counter,How It Works,word_counter.howItWorks[1],"Statistics update on every keystroke with zero delay. The tool uses whitespace and punctuation analysis to accurately count words and sentences across all languages, including CJK characters.",Statistiken werden bei jedem Tastendruck sofort aktualisiert.
Tool Content: word_counter,Feature,word_counter.features[0],"Live word, character, sentence count","Live Wort-, Zeichen-, Satzzählung"
Tool Content: word_counter,Feature,word_counter.features[1],Characters with and without spaces,Zeichen mit und ohne Leerzeichen
Tool Content: word_counter,Feature,word_counter.features[2],Paragraph counter,Absatzzähler
Tool Content: word_counter,Feature,word_counter.features[3],Reading time estimate (200 wpm),Lesezeit-Schätzung (200 WpM)
Tool Content: word_counter,Feature,word_counter.features[4],Speaking time estimate (130 wpm),Sprechzeit-Schätzung (130 WpM)
Tool Content: word_counter,Feature,word_counter.features[5],Copy and clear buttons,Kopieren und Löschen-Buttons
Tool Content: word_counter,FAQ Question,word_counter.faqs[0].q,How is reading time calculated?,Wird mein Text gespeichert?
Tool Content: word_counter,FAQ Answer,word_counter.faqs[0].a,"Based on the average adult reading speed of 200 words per minute. Speaking time uses 130 wpm, which is a comfortable presentation pace.",Nein. Alles geschieht lokal in Ihrem Browser. Ihr Text verlässt niemals Ihr Gerät.
Tool Content: word_counter,FAQ Question,word_counter.faqs[1].q,Is my text stored or sent anywhere?,⚠ MISSING
Tool Content: word_counter,FAQ Answer,word_counter.faqs[1].a,No. Everything happens locally in your browser. Your text never leaves your device — there is no server involved.,⚠ MISSING
Tool Content: word_counter,FAQ Question,word_counter.faqs[2].q,Does it count words in other languages?,⚠ MISSING
Tool Content: word_counter,FAQ Answer,word_counter.faqs[2].a,"Yes. The tool counts word boundaries correctly for Latin, Cyrillic, and most European languages. For CJK (Chinese, Japanese, Korean), character count is more meaningful than word count.",⚠ MISSING
Tool Content: word_counter,FAQ Question,word_counter.faqs[3].q,Can I use it for Twitter/X character limits?,⚠ MISSING
Tool Content: word_counter,FAQ Answer,word_counter.faqs[3].a,"Yes — the ""characters with spaces"" count matches how Twitter counts characters. Perfect for checking if your post fits within the 280-character limit.",⚠ MISSING
Tool Content: word_counter,FAQ Question,word_counter.faqs[4].q,How are sentences counted?,⚠ MISSING
Tool Content: word_counter,FAQ Answer,word_counter.faqs[4].a,"Sentences are counted by detecting ending punctuation (periods, question marks, exclamation marks) followed by a space or end of text.",⚠ MISSING
Tool Content: case_converter,How It Works,case_converter.howItWorks[0],"Paste or type text, then click a case button to convert. Supports uppercase, lowercase, title case, sentence case, alternating case, and inverse case.","Fügen Sie Text ein und klicken Sie auf eine Schaltfläche zur Umwandlung. Unterstützt Großbuchstaben, Kleinbuchstaben, Titelschreibung, Satzschreibung, abwechselnde und inverse Schreibung."
Tool Content: case_converter,How It Works,case_converter.howItWorks[1],"The conversion is instant and works on any length of text. Title case intelligently capitalizes the first letter of each word, while sentence case capitalizes only the first letter after sentence-ending punctuation.",Die Umwandlung ist sofort und funktioniert mit beliebig langem Text.
Tool Content: case_converter,Feature,case_converter.features[0],"6 case modes: upper, lower, title, sentence, alternating, inverse","6 Modi: groß, klein, Titel, Satz, abwechselnd, invers"
Tool Content: case_converter,Feature,case_converter.features[1],One-click conversion,Ein-Klick-Umwandlung
Tool Content: case_converter,Feature,case_converter.features[2],Copy to clipboard,In Zwischenablage kopieren
Tool Content: case_converter,Feature,case_converter.features[3],Live character count,Live-Zeichenzählung
Tool Content: case_converter,FAQ Question,case_converter.faqs[0].q,What is title case?,Was ist Titelschreibung?
Tool Content: case_converter,FAQ Answer,case_converter.faqs[0].a,"Each word starts with a capital letter, with the rest lowercase. Example: ""The Quick Brown Fox Jumps Over The Lazy Dog.""","Jedes Wort beginnt mit einem Großbuchstaben, der Rest ist klein. Beispiel: „Der Schnelle Braune Fuchs."""
Tool Content: case_converter,FAQ Question,case_converter.faqs[1].q,What is alternating case?,⚠ MISSING
Tool Content: case_converter,FAQ Answer,case_converter.faqs[1].a,"Characters alternate between lower and uppercase: ""aLtErNaTiNg CaSe."" Often used for sarcastic or mocking tone in memes.",⚠ MISSING
Tool Content: case_converter,FAQ Question,case_converter.faqs[2].q,Does sentence case handle multiple sentences?,⚠ MISSING
Tool Content: case_converter,FAQ Answer,case_converter.faqs[2].a,"Yes — it capitalizes the first letter after every period, question mark, or exclamation mark, plus the very first character.",⚠ MISSING
Tool Content: case_converter,FAQ Question,case_converter.faqs[3].q,What is inverse case?,⚠ MISSING
Tool Content: case_converter,FAQ Answer,case_converter.faqs[3].a,Inverse (or toggle) case swaps the case of every character. Uppercase becomes lowercase and vice versa. Useful for fixing text typed with Caps Lock on.,⚠ MISSING
Tool Content: case_converter,FAQ Question,case_converter.faqs[4].q,Does it work with special characters and numbers?,⚠ MISSING
Tool Content: case_converter,FAQ Answer,case_converter.faqs[4].a,"Yes. Numbers, punctuation, and special characters are left unchanged. Only alphabetic characters are affected by the case conversion.",⚠ MISSING
Tool Content: lorem_ipsum,How It Works,lorem_ipsum.howItWorks[0],"Choose whether you want paragraphs, sentences, or words, set the count, then click Generate. The tool produces standard Lorem Ipsum placeholder text.","Wählen Sie Absätze, Sätze oder Wörter, legen Sie die Anzahl fest und klicken Sie auf Generieren. Das Tool erzeugt Standard-Lorem-Ipsum-Platzhaltertext."
Tool Content: lorem_ipsum,How It Works,lorem_ipsum.howItWorks[1],"The generated text follows the classical Lorem Ipsum corpus that designers have used since the 1960s. It reads like natural language but contains no meaningful content, making it ideal for layout testing without distracting from the design.","Der generierte Text folgt dem klassischen Lorem-Ipsum-Korpus, den Designer seit den 1960er Jahren verwenden."
Tool Content: lorem_ipsum,Feature,lorem_ipsum.features[0],"Three modes: paragraphs, sentences, words","Drei Modi: Absätze, Sätze, Wörter"
Tool Content: lorem_ipsum,Feature,lorem_ipsum.features[1],Configurable count,Konfigurierbare Anzahl
Tool Content: lorem_ipsum,Feature,lorem_ipsum.features[2],Copy to clipboard,In Zwischenablage kopieren
Tool Content: lorem_ipsum,Feature,lorem_ipsum.features[3],Word and character count of output,Wort- und Zeichenzählung der Ausgabe
Tool Content: lorem_ipsum,FAQ Question,lorem_ipsum.faqs[0].q,What is Lorem Ipsum?,Was ist Lorem Ipsum?
Tool Content: lorem_ipsum,FAQ Answer,lorem_ipsum.faqs[0].a,"Lorem Ipsum is standard placeholder text used in design and typesetting since the 1500s. It originates from a scrambled passage of Cicero's ""De Finibus Bonorum et Malorum"" from 45 BC.","Lorem Ipsum ist Standard-Platzhaltertext, der seit den 1500er Jahren in Design und Typografie verwendet wird."
Tool Content: lorem_ipsum,FAQ Question,lorem_ipsum.faqs[1].q,Is the text random?,⚠ MISSING
Tool Content: lorem_ipsum,FAQ Answer,lorem_ipsum.faqs[1].a,"It draws from a fixed set of classical Lorem Ipsum paragraphs, so it is consistent and readable. This ensures repeatable placeholder text across projects.",⚠ MISSING
Tool Content: lorem_ipsum,FAQ Question,lorem_ipsum.faqs[2].q,Why use Lorem Ipsum instead of real text?,⚠ MISSING
Tool Content: lorem_ipsum,FAQ Answer,lorem_ipsum.faqs[2].a,"Using meaningless text prevents reviewers from reading the content and allows them to focus on layout, typography, and visual hierarchy instead.",⚠ MISSING
Tool Content: lorem_ipsum,FAQ Question,lorem_ipsum.faqs[3].q,Can I generate a specific number of words?,⚠ MISSING
Tool Content: lorem_ipsum,FAQ Answer,lorem_ipsum.faqs[3].a,"Yes — switch to ""Words"" mode and enter the exact number. The tool will generate that many words of Lorem Ipsum text.",⚠ MISSING
Tool Content: lorem_ipsum,FAQ Question,lorem_ipsum.faqs[4].q,Is this the standard Lorem Ipsum?,⚠ MISSING
Tool Content: lorem_ipsum,FAQ Answer,lorem_ipsum.faqs[4].a,"Yes — it uses the standard corpus starting with ""Lorem ipsum dolor sit amet, consectetur adipiscing elit..."" which is universally recognized.",⚠ MISSING
Tool Content: text_to_pdf,How It Works,text_to_pdf.howItWorks[0],"Type or paste your text, choose a font and size, then click Convert. The tool generates a PDF with proper word wrapping and pagination using pdf-lib.js — entirely in your browser.","Tippen oder fügen Sie Text ein, wählen Sie Schriftart und -größe und klicken Sie auf Konvertieren. Das Tool erzeugt eine PDF mit korrektem Zeilenumbruch und Seitenumbruch."
Tool Content: text_to_pdf,How It Works,text_to_pdf.howItWorks[1],The converter handles long documents by automatically splitting text across multiple A4 pages with proper margins. Choose from three professional fonts and multiple sizes to match your needs.,Der Konverter verarbeitet lange Dokumente mit automatischem Seitenumbruch auf A4-Seiten mit Rändern.
Tool Content: text_to_pdf,Feature,text_to_pdf.features[0],"Three fonts: Helvetica, Times Roman, Courier","Drei Schriftarten: Helvetica, Times Roman, Courier"
Tool Content: text_to_pdf,Feature,text_to_pdf.features[1],Multiple font sizes (10–18pt),Mehrere Schriftgrößen (10–18pt)
Tool Content: text_to_pdf,Feature,text_to_pdf.features[2],Automatic word wrapping and pagination,Automatischer Zeilenumbruch und Seitenumbruch
Tool Content: text_to_pdf,Feature,text_to_pdf.features[3],A4 page format with margins,A4-Seitenformat mit Rändern
Tool Content: text_to_pdf,Feature,text_to_pdf.features[4],Instant download,Sofortiger Download
Tool Content: text_to_pdf,FAQ Question,text_to_pdf.faqs[0].q,Does it support formatting like bold or italic?,Wird mein Text an einen Server gesendet?
Tool Content: text_to_pdf,FAQ Answer,text_to_pdf.faqs[0].a,"Currently it converts plain text only. Bold, italic, and other rich formatting are not yet supported. The text is rendered in the selected font at the chosen size.",Nein. Die PDF wird vollständig in Ihrem Browser mit pdf-lib.js erzeugt.
Tool Content: text_to_pdf,FAQ Question,text_to_pdf.faqs[1].q,Can I convert long documents?,⚠ MISSING
Tool Content: text_to_pdf,FAQ Answer,text_to_pdf.faqs[1].a,Yes — the tool automatically splits text across multiple pages with proper margins. There is no practical page limit.,⚠ MISSING
Tool Content: text_to_pdf,FAQ Question,text_to_pdf.faqs[2].q,What page size is used?,⚠ MISSING
Tool Content: text_to_pdf,FAQ Answer,text_to_pdf.faqs[2].a,A4 (210mm × 297mm) with standard margins. This is the most common page size for documents worldwide.,⚠ MISSING
Tool Content: text_to_pdf,FAQ Question,text_to_pdf.faqs[3].q,Can I use this to create PDF notes or memos?,⚠ MISSING
Tool Content: text_to_pdf,FAQ Answer,text_to_pdf.faqs[3].a,"Yes — type your text, select Courier font for a typewriter look or Times Roman for a formal feel, then download as a professional PDF.",⚠ MISSING
Tool Content: text_to_pdf,FAQ Question,text_to_pdf.faqs[4].q,Is my text sent to a server?,⚠ MISSING
Tool Content: text_to_pdf,FAQ Answer,text_to_pdf.faqs[4].a,No. The PDF is generated entirely in your browser using pdf-lib.js. Your text never leaves your device.,⚠ MISSING
Tool Content: json_formatter,How It Works,json_formatter.howItWorks[0],"Paste your JSON into the input panel, then click Format to pretty-print it or Minify to compress it. Invalid JSON shows a detailed error message.","Fügen Sie JSON in das Eingabefeld ein, dann klicken Sie auf Formatieren für hübsche Ausgabe oder Minifizieren für Komprimierung. Ungültiges JSON zeigt eine detaillierte Fehlermeldung."
Tool Content: json_formatter,How It Works,json_formatter.howItWorks[1],"The formatter uses the browser's native JSON.parse() for validation and JSON.stringify() with configurable indentation for formatting. This ensures 100% spec-compliant parsing — if something is invalid JSON, you'll know exactly where and why.",Der Formatierer nutzt den nativen JSON.parse() des Browsers zur Validierung und JSON.stringify() für die Formatierung.
Tool Content: json_formatter,Feature,json_formatter.features[0],Format with 2 or 4 space indentation,Formatierung mit 2 oder 4 Leerzeichen Einrückung
Tool Content: json_formatter,Feature,json_formatter.features[1],Minify to single line,Minifizierung auf eine Zeile
Tool Content: json_formatter,Feature,json_formatter.features[2],Validate JSON and show errors,JSON validieren und Fehler anzeigen
Tool Content: json_formatter,Feature,json_formatter.features[3],Copy formatted output,Formatierte Ausgabe kopieren
Tool Content: json_formatter,Feature,json_formatter.features[4],Monospace code view,Monospace-Code-Ansicht
Tool Content: json_formatter,FAQ Question,json_formatter.faqs[0].q,Does it validate JSON?,Gibt es ein Größenlimit?
Tool Content: json_formatter,FAQ Answer,json_formatter.faqs[0].a,"Yes — if the JSON is invalid, you will see the exact error message from the parser, including the position of the error. This makes it easy to fix syntax issues.",Kein festes Limit. Der Formatierer verarbeitet große JSON-Payloads (mehrere MB) in Ihrem Browser.
Tool Content: json_formatter,FAQ Question,json_formatter.faqs[1].q,Can I minify JSON?,⚠ MISSING
Tool Content: json_formatter,FAQ Answer,json_formatter.faqs[1].a,"Yes — the Minify button removes all whitespace, newlines, and indentation to produce the smallest possible output. Great for reducing API payload sizes.",⚠ MISSING
Tool Content: json_formatter,FAQ Question,json_formatter.faqs[2].q,What's the difference between 2-space and 4-space indentation?,⚠ MISSING
Tool Content: json_formatter,FAQ Answer,json_formatter.faqs[2].a,2-space is more compact and common in JavaScript/React projects. 4-space is more readable and common in Python and Java projects. Both are valid.,⚠ MISSING
Tool Content: json_formatter,FAQ Question,json_formatter.faqs[3].q,Can I use it to debug API responses?,⚠ MISSING
Tool Content: json_formatter,FAQ Answer,json_formatter.faqs[3].a,Yes — paste a raw API response and click Format to instantly see the structure. This is one of the most common use cases for the tool.,⚠ MISSING
Tool Content: json_formatter,FAQ Question,json_formatter.faqs[4].q,Is there a size limit?,⚠ MISSING
Tool Content: json_formatter,FAQ Answer,json_formatter.faqs[4].a,No hard limit. The formatter handles large JSON payloads (several MB) in your browser. Very large files may take a moment to format.,⚠ MISSING
Tool Content: color_picker,How It Works,color_picker.howItWorks[0],"Click the color swatch to open the visual picker, or type HEX/RGB values directly. The tool instantly converts between HEX, RGB, and HSL formats.","Klicken Sie auf den Farbkreis oder geben Sie HEX/RGB-Werte direkt ein. Das Tool konvertiert sofort zwischen HEX, RGB und HSL."
Tool Content: color_picker,How It Works,color_picker.howItWorks[1],"All three color formats update in real time as you pick or type. Copy any format with one click for use in CSS, design tools, or any application that accepts color values.",Alle drei Farbformate werden in Echtzeit aktualisiert. Ein-Klick-Kopieren für CSS und Design-Tools.
Tool Content: color_picker,Feature,color_picker.features[0],Visual color picker,Visueller Farbwähler
Tool Content: color_picker,Feature,color_picker.features[1],"HEX, RGB, HSL conversion","HEX, RGB, HSL Konvertierung"
Tool Content: color_picker,Feature,color_picker.features[2],Direct RGB channel input,Direkte RGB-Kanaleingabe
Tool Content: color_picker,Feature,color_picker.features[3],One-click copy for each format,Ein-Klick-Kopieren für jedes Format
Tool Content: color_picker,Feature,color_picker.features[4],Live preview swatch,Live-Vorschau
Tool Content: color_picker,FAQ Question,color_picker.faqs[0].q,What color formats are supported?,Kann ich dies für CSS-Farben verwenden?
Tool Content: color_picker,FAQ Answer,color_picker.faqs[0].a,"HEX (#FF5733), RGB (rgb(255, 87, 51)), and HSL (hsl(11, 100%, 60%)). All three update simultaneously when you pick a color.",Ja — alle Ausgabeformate sind gültiges CSS.
Tool Content: color_picker,FAQ Question,color_picker.faqs[1].q,Can I enter colors manually?,⚠ MISSING
Tool Content: color_picker,FAQ Answer,color_picker.faqs[1].a,"Yes — type a HEX code directly, or adjust individual R, G, B channel values with the sliders. The visual picker updates to match.",⚠ MISSING
Tool Content: color_picker,FAQ Question,color_picker.faqs[2].q,What is HSL?,⚠ MISSING
Tool Content: color_picker,FAQ Answer,color_picker.faqs[2].a,"HSL stands for Hue, Saturation, Lightness. It's often more intuitive than RGB for adjusting colors — Hue controls the color wheel position, Saturation the intensity, and Lightness the brightness.",⚠ MISSING
Tool Content: color_picker,FAQ Question,color_picker.faqs[3].q,Can I use this for CSS colors?,⚠ MISSING
Tool Content: color_picker,FAQ Answer,color_picker.faqs[3].a,"Yes — all output formats are valid CSS. Copy the HEX, RGB, or HSL value and paste it directly into your stylesheet.",⚠ MISSING
Tool Content: color_picker,FAQ Question,color_picker.faqs[4].q,Does it support transparency (alpha)?,⚠ MISSING
Tool Content: color_picker,FAQ Answer,color_picker.faqs[4].a,The current version supports opaque colors. RGBA and HSLA with alpha transparency support may be added in a future update.,⚠ MISSING
Tool Content: url_encoder,How It Works,url_encoder.howItWorks[0],"Choose Encode or Decode mode, paste your text or URL, then click the button. Encode mode applies percent-encoding; Decode mode reverses it.","Wählen Sie Kodieren oder Dekodieren, fügen Sie Text oder URL ein und klicken Sie. Kodieren wendet Prozentkodierung an; Dekodieren macht sie rückgängig."
Tool Content: url_encoder,How It Works,url_encoder.howItWorks[1],"The tool uses the standard encodeURIComponent and decodeURIComponent functions, which are the same methods browsers use internally to encode URLs. This ensures compatibility with all web standards.",Das Tool verwendet die Standard-Funktionen encodeURIComponent und decodeURIComponent.
Tool Content: url_encoder,Feature,url_encoder.features[0],Encode and decode modes,Kodier- und Dekodiermodus
Tool Content: url_encoder,Feature,url_encoder.features[1],Uses standard encodeURIComponent/decodeURIComponent,Standard encodeURIComponent/decodeURIComponent
Tool Content: url_encoder,Feature,url_encoder.features[2],Copy output to clipboard,Ausgabe in Zwischenablage kopieren
Tool Content: url_encoder,Feature,url_encoder.features[3],Live preview,Live-Vorschau
Tool Content: url_encoder,FAQ Question,url_encoder.faqs[0].q,What is URL encoding?,Was ist URL-Kodierung?
Tool Content: url_encoder,FAQ Answer,url_encoder.faqs[0].a,"URL encoding (percent-encoding) replaces special characters with percent-encoded equivalents (e.g., space → %20, & → %26) so they can be safely used in URLs without being misinterpreted.","URL-Kodierung ersetzt Sonderzeichen durch prozentkodierten Äquivalente (z.B. Leerzeichen → %20), damit sie sicher in URLs verwendet werden können."
Tool Content: url_encoder,FAQ Question,url_encoder.faqs[1].q,Does it handle Unicode and emojis?,⚠ MISSING
Tool Content: url_encoder,FAQ Answer,url_encoder.faqs[1].a,Yes — encodeURIComponent fully supports Unicode characters including emojis. Multi-byte characters are encoded as multiple percent-sequences.,⚠ MISSING
Tool Content: url_encoder,FAQ Question,url_encoder.faqs[2].q,When do I need URL encoding?,⚠ MISSING
Tool Content: url_encoder,FAQ Answer,url_encoder.faqs[2].a,"Whenever you pass special characters in URL parameters (query strings), form data, or API requests. Characters like &, =, ?, #, and spaces must be encoded.",⚠ MISSING
Tool Content: url_encoder,FAQ Question,url_encoder.faqs[3].q,What's the difference between encodeURI and encodeURIComponent?,⚠ MISSING
Tool Content: url_encoder,FAQ Answer,url_encoder.faqs[3].a,"encodeURIComponent encodes everything except letters, digits, and - _ . ~ (it encodes /, ?, #, etc.). encodeURI leaves URL-structural characters intact. This tool uses the stricter encodeURIComponent.",⚠ MISSING
Tool Content: url_encoder,FAQ Question,url_encoder.faqs[4].q,Can I decode a full URL?,⚠ MISSING
Tool Content: url_encoder,FAQ Answer,url_encoder.faqs[4].a,Yes — switch to Decode mode and paste the encoded URL. All percent-encoded characters will be converted back to their original form.,⚠ MISSING
Tool Content: base64_text,How It Works,base64_text.howItWorks[0],"Choose Encode or Decode mode, enter your text or Base64 string, then click the button. Encoding converts text to Base64; decoding reverses it.","Wählen Sie Kodieren oder Dekodieren, geben Sie Text oder Base64-String ein und klicken Sie. Kodieren konvertiert Text zu Base64; Dekodieren macht es rückgängig."
Tool Content: base64_text,How It Works,base64_text.howItWorks[1],"Base64 encoding represents binary data as printable ASCII characters. The tool handles the UTF-8 encoding step internally, so Unicode text (including accented characters and emojis) is correctly preserved in both directions.","Das Tool verarbeitet den UTF-8-Kodierungsschritt intern, sodass Unicode-Text korrekt erhalten bleibt."
Tool Content: base64_text,Feature,base64_text.features[0],Encode text to Base64,Text zu Base64 kodieren
Tool Content: base64_text,Feature,base64_text.features[1],Decode Base64 to text,Base64 zu Text dekodieren
Tool Content: base64_text,Feature,base64_text.features[2],Full UTF-8 Unicode support,Volle UTF-8 Unicode-Unterstützung
Tool Content: base64_text,Feature,base64_text.features[3],Copy output to clipboard,Ausgabe in Zwischenablage kopieren
Tool Content: base64_text,Feature,base64_text.features[4],Error handling for invalid Base64,Fehlerbehandlung für ungültiges Base64
Tool Content: base64_text,FAQ Question,base64_text.faqs[0].q,What is Base64 encoding?,Unterstützt es Unicode?
Tool Content: base64_text,FAQ Answer,base64_text.faqs[0].a,"Base64 is an encoding that represents binary data as ASCII text using 64 printable characters (A-Z, a-z, 0-9, +, /). It's commonly used in emails, data URIs, JWTs, and API payloads.","Ja — das Tool verarbeitet mehrbyte UTF-8-Zeichen korrekt, einschließlich Umlaute, CJK-Zeichen und Emojis."
Tool Content: base64_text,FAQ Question,base64_text.faqs[1].q,Does it support Unicode?,⚠ MISSING
Tool Content: base64_text,FAQ Answer,base64_text.faqs[1].a,"Yes — the tool handles multi-byte UTF-8 characters correctly, including accented letters, CJK characters, and emojis.",⚠ MISSING
Tool Content: base64_text,FAQ Question,base64_text.faqs[2].q,Why does Base64 make text longer?,⚠ MISSING
Tool Content: base64_text,FAQ Answer,base64_text.faqs[2].a,Base64 expands data by about 33%. Three bytes of input produce four characters of Base64 output. This is the trade-off for having a text-safe representation.,⚠ MISSING
Tool Content: base64_text,FAQ Question,base64_text.faqs[3].q,Can I use this for data URIs?,⚠ MISSING
Tool Content: base64_text,FAQ Answer,base64_text.faqs[3].a,"Yes — encode your content to Base64, then use it in a data URI like: data:text/plain;base64,{your-base64-string}.",⚠ MISSING
Tool Content: base64_text,FAQ Question,base64_text.faqs[4].q,What happens with invalid Base64 input?,⚠ MISSING
Tool Content: base64_text,FAQ Answer,base64_text.faqs[4].a,The decoder shows a clear error message if the input is not valid Base64. Common issues include missing padding (= characters) or illegal characters.,⚠ MISSING
Tool Content: password_generator,How It Works,password_generator.howItWorks[0],"Click Generate to create a random password. Adjust length using the slider (6–64 characters) and toggle character types: uppercase, lowercase, numbers, and symbols. A strength meter shows password security.","Klicken Sie auf Generieren für ein zufälliges Passwort. Passen Sie die Länge an (6–64 Zeichen) und wählen Sie Zeichentypen: Großbuchstaben, Kleinbuchstaben, Zahlen und Sonderzeichen."
Tool Content: password_generator,How It Works,password_generator.howItWorks[1],The generator uses the Web Crypto API — the same cryptographically secure random number generator used by banks and security software. Your password is created entirely in your browser and is never transmitted anywhere.,"Der Generator verwendet die Web Crypto API — denselben kryptographisch sicheren Zufallsgenerator, den Banken verwenden. Ihr Passwort wird vollständig in Ihrem Browser erstellt."
